Gene stable ID	Mouse gene stable ID
MGP_BALBcJ_G0006094	ENSMUSG00000103912
MGP_BALBcJ_G0035820	ENSMUSG00000057836
MGP_BALBcJ_G0035820	ENSMUSG00000073125
MGP_BALBcJ_G0027663	ENSMUSG00000007379
MGP_BALBcJ_G0020423	ENSMUSG00000038991
MGP_BALBcJ_G0008436	ENSMUSG00000105118
MGP_BALBcJ_G0039743	
MGP_BALBcJ_G0007691	ENSMUSG00000105329
MGP_BALBcJ_G0003544	
MGP_BALBcJ_G0025770	ENSMUSG00000027068
MGP_BALBcJ_G0007098	
MGP_BALBcJ_G0005826	ENSMUSG00000097770
MGP_BALBcJ_G0017272	ENSMUSG00000069601
MGP_BALBcJ_G0017466	ENSMUSG00000059406
MGP_BALBcJ_G0034676	ENSMUSG00000032127
MGP_BALBcJ_G0015647	ENSMUSG00000086289
MGP_BALBcJ_G0008834	ENSMUSG00000099145
MGP_BALBcJ_G0031772	ENSMUSG00000040564
MGP_BALBcJ_G0005348	ENSMUSG00000097157
MGP_BALBcJ_G0027545	ENSMUSG00000038766
MGP_BALBcJ_G0029332	ENSMUSG00000038135
MGP_BALBcJ_G0025539	ENSMUSG00000026860
MGP_BALBcJ_G0035649	ENSMUSG00000050926
MGP_BALBcJ_G0033012	ENSMUSG00000042492
MGP_BALBcJ_G0014535	
MGP_BALBcJ_G0033728	ENSMUSG00000007610
MGP_BALBcJ_G0023550	ENSMUSG00000015476
MGP_BALBcJ_G0008837	ENSMUSG00000065394
MGP_BALBcJ_G0036971	ENSMUSG00000106251
MGP_BALBcJ_G0009675	ENSMUSG00000089338
MGP_BALBcJ_G0021927	ENSMUSG00000022575
MGP_BALBcJ_G0033607	ENSMUSG00000057228
MGP_BALBcJ_G0009916	ENSMUSG00000079293
MGP_BALBcJ_G0006593	ENSMUSG00000107193
MGP_BALBcJ_G0026892	ENSMUSG00000078923
MGP_BALBcJ_G0023927	ENSMUSG00000024228
MGP_BALBcJ_G0004100	
MGP_BALBcJ_G0002909	
MGP_BALBcJ_G0023797	ENSMUSG00000036568
MGP_BALBcJ_G0017360	ENSMUSG00000001211
MGP_BALBcJ_G0039037	ENSMUSG00000064405
MGP_BALBcJ_G0012921	
MGP_BALBcJ_G0000075	ENSMUSG00000095200
MGP_BALBcJ_G0004523	
MGP_BALBcJ_G0015159	ENSMUSG00000087675
MGP_BALBcJ_G0009281	ENSMUSG00000076455
MGP_BALBcJ_G0001691	
MGP_BALBcJ_G0030185	ENSMUSG00000005474
MGP_BALBcJ_G0027134	ENSMUSG00000037325
MGP_BALBcJ_G0022259	ENSMUSG00000056184
MGP_BALBcJ_G0000675	
MGP_BALBcJ_G0014175	
MGP_BALBcJ_G0019334	ENSMUSG00000020737
MGP_BALBcJ_G0016865	ENSMUSG00000026605
MGP_BALBcJ_G0012455	
MGP_BALBcJ_G0005474	ENSMUSG00000102000
MGP_BALBcJ_G0003028	
MGP_BALBcJ_G0036230	ENSMUSG00000079316
MGP_BALBcJ_G0036004	ENSMUSG00000025527
MGP_BALBcJ_G0035805	ENSMUSG00000019087
MGP_BALBcJ_G0010925	
MGP_BALBcJ_G0036448	
MGP_BALBcJ_G0021842	ENSMUSG00000062373
MGP_BALBcJ_G0022915	ENSMUSG00000004843
MGP_BALBcJ_G0024754	ENSMUSG00000024764
MGP_BALBcJ_G0026450	ENSMUSG00000014355
MGP_BALBcJ_G0016765	ENSMUSG00000050788
MGP_BALBcJ_G0017423	ENSMUSG00000035640
MGP_BALBcJ_G0002368	
MGP_BALBcJ_G0017518	ENSMUSG00000094186
MGP_BALBcJ_G0001801	
MGP_BALBcJ_G0011355	
MGP_BALBcJ_G0037461	ENSMUSG00000064407
MGP_BALBcJ_G0016750	ENSMUSG00000066677
MGP_BALBcJ_G0040366	
MGP_BALBcJ_G0013535	
MGP_BALBcJ_G0029208	ENSMUSG00000073680
MGP_BALBcJ_G0037079	ENSMUSG00000101214
MGP_BALBcJ_G0014550	
MGP_BALBcJ_G0008573	ENSMUSG00000088491
MGP_BALBcJ_G0028629	ENSMUSG00000028678
MGP_BALBcJ_G0012214	
MGP_BALBcJ_G0015917	ENSMUSG00000008136
MGP_BALBcJ_G0030495	ENSMUSG00000049939
MGP_BALBcJ_G0014232	
MGP_BALBcJ_G0003486	
MGP_BALBcJ_G0037227	ENSMUSG00000088253
MGP_BALBcJ_G0015808	ENSMUSG00000041872
MGP_BALBcJ_G0029387	ENSMUSG00000062077
MGP_BALBcJ_G0031592	ENSMUSG00000093877
MGP_BALBcJ_G0010813	
MGP_BALBcJ_G0010334	
MGP_BALBcJ_G0008136	ENSMUSG00000105214
MGP_BALBcJ_G0036937	ENSMUSG00000105824
MGP_BALBcJ_G0017066	ENSMUSG00000019785
MGP_BALBcJ_G0024512	ENSMUSG00000024513
MGP_BALBcJ_G0015995	ENSMUSG00000026031
MGP_BALBcJ_G0015252	ENSMUSG00000086837
MGP_BALBcJ_G0004354	
MGP_BALBcJ_G0034669	
MGP_BALBcJ_G0024881	ENSMUSG00000039982
MGP_BALBcJ_G0011891	
MGP_BALBcJ_G0020417	ENSMUSG00000021427
MGP_BALBcJ_G0030720	ENSMUSG00000014704
MGP_BALBcJ_G0039832	
MGP_BALBcJ_G0002961	
MGP_BALBcJ_G0016520	ENSMUSG00000066842
MGP_BALBcJ_G0002523	
MGP_BALBcJ_G0033193	ENSMUSG00000025494
MGP_BALBcJ_G0009860	ENSMUSG00000089217
MGP_BALBcJ_G0014792	
MGP_BALBcJ_G0028740	ENSMUSG00000028876
MGP_BALBcJ_G0033952	ENSMUSG00000060470
MGP_BALBcJ_G0016052	ENSMUSG00000026005
MGP_BALBcJ_G0020954	ENSMUSG00000084902
MGP_BALBcJ_G0007453	ENSMUSG00000101734
MGP_BALBcJ_G0009071	ENSMUSG00000076042
MGP_BALBcJ_G0028645	ENSMUSG00000033326
MGP_BALBcJ_G0014408	
MGP_BALBcJ_G0023446	ENSMUSG00000024032
MGP_BALBcJ_G0021812	ENSMUSG00000072584
MGP_BALBcJ_G0012585	
MGP_BALBcJ_G0019611	ENSMUSG00000002996
MGP_BALBcJ_G0032842	ENSMUSG00000061079
MGP_BALBcJ_G0009280	ENSMUSG00000070138
MGP_BALBcJ_G0031762	ENSMUSG00000002043
MGP_BALBcJ_G0015872	ENSMUSG00000050122
MGP_BALBcJ_G0025507	ENSMUSG00000026805
MGP_BALBcJ_G0005234	ENSMUSG00000087107
MGP_BALBcJ_G0008340	ENSMUSG00000065399
MGP_BALBcJ_G0035697	ENSMUSG00000079593
MGP_BALBcJ_G0040644	
MGP_BALBcJ_G0005691	ENSMUSG00000092338
MGP_BALBcJ_G0026559	ENSMUSG00000037279
MGP_BALBcJ_G0015297	ENSMUSG00000097769
MGP_BALBcJ_G0027247	ENSMUSG00000027829
MGP_BALBcJ_G0008199	ENSMUSG00000106563
MGP_BALBcJ_G0040599	
MGP_BALBcJ_G0022434	ENSMUSG00000039637
MGP_BALBcJ_G0038970	ENSMUSG00000088891
MGP_BALBcJ_G0008403	ENSMUSG00000104979
MGP_BALBcJ_G0033065	ENSMUSG00000030844
MGP_BALBcJ_G0007741	ENSMUSG00000088393
MGP_BALBcJ_G0016361	ENSMUSG00000049690
MGP_BALBcJ_G0010499	
MGP_BALBcJ_G0039513	ENSMUSG00000088810
MGP_BALBcJ_G0016549	ENSMUSG00000066797
MGP_BALBcJ_G0030296	ENSMUSG00000056493
MGP_BALBcJ_G0029098	ENSMUSG00000029005
MGP_BALBcJ_G0037590	ENSMUSG00000094369
MGP_BALBcJ_G0031377	ENSMUSG00000057381
MGP_BALBcJ_G0011430	
MGP_BALBcJ_G0010745	
MGP_BALBcJ_G0032849	ENSMUSG00000030787
MGP_BALBcJ_G0025630	ENSMUSG00000026883
MGP_BALBcJ_G0006179	ENSMUSG00000099370
MGP_BALBcJ_G0026203	ENSMUSG00000027166
MGP_BALBcJ_G0000520	
MGP_BALBcJ_G0013693	
MGP_BALBcJ_G0003462	
MGP_BALBcJ_G0026354	ENSMUSG00000079103
MGP_BALBcJ_G0032988	ENSMUSG00000030695
MGP_BALBcJ_G0008007	ENSMUSG00000105984
MGP_BALBcJ_G0017524	ENSMUSG00000020250
MGP_BALBcJ_G0004090	
MGP_BALBcJ_G0039535	ENSMUSG00000089116
MGP_BALBcJ_G0023405	ENSMUSG00000024223
MGP_BALBcJ_G0023463	ENSMUSG00000024045
MGP_BALBcJ_G0003963	
MGP_BALBcJ_G0004649	
MGP_BALBcJ_G0028899	ENSMUSG00000028841
MGP_BALBcJ_G0025628	ENSMUSG00000079421
MGP_BALBcJ_G0008711	ENSMUSG00000098563
MGP_BALBcJ_G0017532	ENSMUSG00000087651
MGP_BALBcJ_G0039253	ENSMUSG00000084445
MGP_BALBcJ_G0013864	
MGP_BALBcJ_G0015716	ENSMUSG00000086173
MGP_BALBcJ_G0037027	ENSMUSG00000097559
MGP_BALBcJ_G0000636	
MGP_BALBcJ_G0018863	ENSMUSG00000023723
MGP_BALBcJ_G0012627	
MGP_BALBcJ_G0019255	
MGP_BALBcJ_G0040277	
MGP_BALBcJ_G0013397	
MGP_BALBcJ_G0023852	ENSMUSG00000023940
MGP_BALBcJ_G0017906	ENSMUSG00000047205
MGP_BALBcJ_G0023365	ENSMUSG00000024190
MGP_BALBcJ_G0013433	
MGP_BALBcJ_G0023919	ENSMUSG00000005823
MGP_BALBcJ_G0015335	ENSMUSG00000086340
MGP_BALBcJ_G0013190	
MGP_BALBcJ_G0003189	
MGP_BALBcJ_G0019229	ENSMUSG00000019590
MGP_BALBcJ_G0011863	
MGP_BALBcJ_G0040490	
MGP_BALBcJ_G0025660	ENSMUSG00000075378
MGP_BALBcJ_G0013633	
MGP_BALBcJ_G0038688	ENSMUSG00000077337
MGP_BALBcJ_G0039537	ENSMUSG00000088955
MGP_BALBcJ_G0017913	ENSMUSG00000054986
MGP_BALBcJ_G0021404	ENSMUSG00000021928
MGP_BALBcJ_G0017440	
MGP_BALBcJ_G0014237	
MGP_BALBcJ_G0038230	ENSMUSG00000065301
MGP_BALBcJ_G0034007	ENSMUSG00000033249
MGP_BALBcJ_G0027970	ENSMUSG00000038975
MGP_BALBcJ_G0033582	ENSMUSG00000038064
MGP_BALBcJ_G0004656	
MGP_BALBcJ_G0000463	
MGP_BALBcJ_G0040536	
MGP_BALBcJ_G0015581	ENSMUSG00000068180
MGP_BALBcJ_G0019893	ENSMUSG00000021245
MGP_BALBcJ_G0034632	ENSMUSG00000045812
MGP_BALBcJ_G0001241	
MGP_BALBcJ_G0032364	ENSMUSG00000053025
MGP_BALBcJ_G0040127	
MGP_BALBcJ_G0036419	
MGP_BALBcJ_G0001693	
MGP_BALBcJ_G0013562	
MGP_BALBcJ_G0037873	ENSMUSG00000096713
MGP_BALBcJ_G0021962	ENSMUSG00000022555
MGP_BALBcJ_G0026044	ENSMUSG00000075112
MGP_BALBcJ_G0002453	ENSMUSG00000076926
MGP_BALBcJ_G0004950	ENSMUSG00000100459
MGP_BALBcJ_G0025455	ENSMUSG00000026930
MGP_BALBcJ_G0029685	ENSMUSG00000070697
MGP_BALBcJ_G0039794	
MGP_BALBcJ_G0004559	
MGP_BALBcJ_G0031640	ENSMUSG00000005566
MGP_BALBcJ_G0008968	ENSMUSG00000099210
MGP_BALBcJ_G0005959	ENSMUSG00000101266
MGP_BALBcJ_G0039051	ENSMUSG00000089220
MGP_BALBcJ_G0018322	ENSMUSG00000020496
MGP_BALBcJ_G0033139	ENSMUSG00000073795
MGP_BALBcJ_G0025252	ENSMUSG00000026931
MGP_BALBcJ_G0002628	
MGP_BALBcJ_G0030487	ENSMUSG00000029676
MGP_BALBcJ_G0010961	
MGP_BALBcJ_G0040336	
MGP_BALBcJ_G0021666	ENSMUSG00000050310
MGP_BALBcJ_G0025582	ENSMUSG00000039164
MGP_BALBcJ_G0021269	ENSMUSG00000000959
MGP_BALBcJ_G0035743	ENSMUSG00000062170
MGP_BALBcJ_G0027189	ENSMUSG00000027796
MGP_BALBcJ_G0020634	ENSMUSG00000056223
MGP_BALBcJ_G0000322	
MGP_BALBcJ_G0010238	
MGP_BALBcJ_G0037281	ENSMUSG00000065916
MGP_BALBcJ_G0017228	
MGP_BALBcJ_G0010797	
MGP_BALBcJ_G0009939	
MGP_BALBcJ_G0040163	
MGP_BALBcJ_G0011260	
MGP_BALBcJ_G0022257	ENSMUSG00000062037
MGP_BALBcJ_G0019273	ENSMUSG00000020611
MGP_BALBcJ_G0006077	ENSMUSG00000085728
MGP_BALBcJ_G0004485	
MGP_BALBcJ_G0011918	
MGP_BALBcJ_G0001403	
MGP_BALBcJ_G0028427	ENSMUSG00000028533
MGP_BALBcJ_G0001302	
MGP_BALBcJ_G0027847	ENSMUSG00000027999
MGP_BALBcJ_G0019391	ENSMUSG00000025571
MGP_BALBcJ_G0032104	ENSMUSG00000090967
MGP_BALBcJ_G0040087	
MGP_BALBcJ_G0040428	
MGP_BALBcJ_G0015179	
MGP_BALBcJ_G0031804	ENSMUSG00000074283
MGP_BALBcJ_G0040296	
MGP_BALBcJ_G0017890	ENSMUSG00000092162
MGP_BALBcJ_G0026388	ENSMUSG00000033256
MGP_BALBcJ_G0017508	ENSMUSG00000074862
MGP_BALBcJ_G0035256	ENSMUSG00000041528
MGP_BALBcJ_G0018463	ENSMUSG00000020891
MGP_BALBcJ_G0023333	ENSMUSG00000002274
MGP_BALBcJ_G0015802	ENSMUSG00000073735
MGP_BALBcJ_G0029345	ENSMUSG00000045294
MGP_BALBcJ_G0020358	ENSMUSG00000017064
MGP_BALBcJ_G0035287	ENSMUSG00000023473
MGP_BALBcJ_G0002965	
MGP_BALBcJ_G0038739	ENSMUSG00000084447
MGP_BALBcJ_G0017666	ENSMUSG00000020213
MGP_BALBcJ_G0004580	
MGP_BALBcJ_G0015156	ENSMUSG00000085336
MGP_BALBcJ_G0010118	
MGP_BALBcJ_G0005245	ENSMUSG00000085646
MGP_BALBcJ_G0024221	ENSMUSG00000024359
MGP_BALBcJ_G0038679	ENSMUSG00000095214
MGP_BALBcJ_G0013182	
MGP_BALBcJ_G0011299	
MGP_BALBcJ_G0006098	ENSMUSG00000102699
MGP_BALBcJ_G0018067	ENSMUSG00000020297
MGP_BALBcJ_G0036455	
MGP_BALBcJ_G0009391	ENSMUSG00000087853
MGP_BALBcJ_G0003980	
MGP_BALBcJ_G0001299	
MGP_BALBcJ_G0028712	ENSMUSG00000028654
MGP_BALBcJ_G0037696	ENSMUSG00000065253
MGP_BALBcJ_G0024075	ENSMUSG00000032937
MGP_BALBcJ_G0025317	ENSMUSG00000037197
MGP_BALBcJ_G0007747	ENSMUSG00000105001
MGP_BALBcJ_G0034758	ENSMUSG00000000168
MGP_BALBcJ_G0000795	
MGP_BALBcJ_G0025700	ENSMUSG00000036249
MGP_BALBcJ_G0013558	
MGP_BALBcJ_G0006864	ENSMUSG00000093658
MGP_BALBcJ_G0031407	ENSMUSG00000042638
MGP_BALBcJ_G0024018	ENSMUSG00000055760
MGP_BALBcJ_G0024829	ENSMUSG00000024735
MGP_BALBcJ_G0018079	ENSMUSG00000020272
MGP_BALBcJ_G0024204	ENSMUSG00000005873
MGP_BALBcJ_G0036405	
MGP_BALBcJ_G0013392	
MGP_BALBcJ_G0006860	ENSMUSG00000107241
MGP_BALBcJ_G0026400	ENSMUSG00000074872
MGP_BALBcJ_G0015366	ENSMUSG00000084794
MGP_BALBcJ_G0035755	ENSMUSG00000056380
MGP_BALBcJ_G0031819	ENSMUSG00000051768
MGP_BALBcJ_G0039229	ENSMUSG00000077507
MGP_BALBcJ_G0038145	ENSMUSG00000077547
MGP_BALBcJ_G0031619	
MGP_BALBcJ_G0005180	ENSMUSG00000086738
MGP_BALBcJ_G0005805	ENSMUSG00000097683
MGP_BALBcJ_G0027790	ENSMUSG00000033377
MGP_BALBcJ_G0036896	
MGP_BALBcJ_G0017901	ENSMUSG00000075702
MGP_BALBcJ_G0018971	ENSMUSG00000038485
MGP_BALBcJ_G0021972	ENSMUSG00000033837
MGP_BALBcJ_G0004077	
MGP_BALBcJ_G0032489	ENSMUSG00000030617
MGP_BALBcJ_G0039360	ENSMUSG00000077615
MGP_BALBcJ_G0028208	ENSMUSG00000028478
MGP_BALBcJ_G0025563	ENSMUSG00000026842
MGP_BALBcJ_G0005374	ENSMUSG00000097961
MGP_BALBcJ_G0038251	ENSMUSG00000087871
MGP_BALBcJ_G0001630	
MGP_BALBcJ_G0036454	
MGP_BALBcJ_G0006590	ENSMUSG00000106679
MGP_BALBcJ_G0032916	ENSMUSG00000054746
MGP_BALBcJ_G0015242	
MGP_BALBcJ_G0039347	ENSMUSG00000088307
MGP_BALBcJ_G0034760	ENSMUSG00000032062
MGP_BALBcJ_G0039029	ENSMUSG00000089575
MGP_BALBcJ_G0033893	ENSMUSG00000036779
MGP_BALBcJ_G0024123	ENSMUSG00000024430
MGP_BALBcJ_G0031264	ENSMUSG00000038279
MGP_BALBcJ_G0024324	ENSMUSG00000038524
MGP_BALBcJ_G0029689	ENSMUSG00000029366
MGP_BALBcJ_G0018285	ENSMUSG00000020514
MGP_BALBcJ_G0014489	
MGP_BALBcJ_G0029870	ENSMUSG00000029512
MGP_BALBcJ_G0027236	ENSMUSG00000048581
MGP_BALBcJ_G0037711	ENSMUSG00000088928
MGP_BALBcJ_G0019373	ENSMUSG00000061878
MGP_BALBcJ_G0019422	ENSMUSG00000013483
MGP_BALBcJ_G0030426	ENSMUSG00000029752
MGP_BALBcJ_G0029105	ENSMUSG00000028991
MGP_BALBcJ_G0015772	ENSMUSG00000067851
MGP_BALBcJ_G0007724	ENSMUSG00000092952
MGP_BALBcJ_G0018749	ENSMUSG00000017686
MGP_BALBcJ_G0027527	ENSMUSG00000068874
MGP_BALBcJ_G0000794	
MGP_BALBcJ_G0038037	ENSMUSG00000065034
MGP_BALBcJ_G0016390	ENSMUSG00000016529
MGP_BALBcJ_G0019142	ENSMUSG00000097487
MGP_BALBcJ_G0003227	
MGP_BALBcJ_G0025664	ENSMUSG00000009030
MGP_BALBcJ_G0012219	
MGP_BALBcJ_G0039272	ENSMUSG00000077250
MGP_BALBcJ_G0014914	
MGP_BALBcJ_G0000203	
MGP_BALBcJ_G0033172	ENSMUSG00000025479
MGP_BALBcJ_G0001465	
MGP_BALBcJ_G0007990	ENSMUSG00000105849
MGP_BALBcJ_G0040446	
MGP_BALBcJ_G0038558	ENSMUSG00000077456
MGP_BALBcJ_G0014219	
MGP_BALBcJ_G0028062	ENSMUSG00000028248
MGP_BALBcJ_G0027556	ENSMUSG00000028111
MGP_BALBcJ_G0028430	ENSMUSG00000070900
MGP_BALBcJ_G0040256	
MGP_BALBcJ_G0030117	ENSMUSG00000025532
MGP_BALBcJ_G0036638	ENSMUSG00000094830
MGP_BALBcJ_G0012016	
MGP_BALBcJ_G0015450	ENSMUSG00000085956
MGP_BALBcJ_G0016654	ENSMUSG00000026687
MGP_BALBcJ_G0026794	ENSMUSG00000074607
MGP_BALBcJ_G0038009	ENSMUSG00000084551
MGP_BALBcJ_G0002058	
MGP_BALBcJ_G0035678	ENSMUSG00000036131
MGP_BALBcJ_G0009016	ENSMUSG00000065446
MGP_BALBcJ_G0008656	ENSMUSG00000076456
MGP_BALBcJ_G0015074	
MGP_BALBcJ_G0026708	ENSMUSG00000038375
MGP_BALBcJ_G0038754	ENSMUSG00000095037
MGP_BALBcJ_G0034951	ENSMUSG00000032373
MGP_BALBcJ_G0007995	ENSMUSG00000093351
MGP_BALBcJ_G0000949	
MGP_BALBcJ_G0017308	ENSMUSG00000000901
MGP_BALBcJ_G0010143	
MGP_BALBcJ_G0007370	ENSMUSG00000098221
MGP_BALBcJ_G0008010	ENSMUSG00000093010
MGP_BALBcJ_G0037028	ENSMUSG00000106543
MGP_BALBcJ_G0033430	ENSMUSG00000008892
MGP_BALBcJ_G0009083	ENSMUSG00000105569
MGP_BALBcJ_G0028637	ENSMUSG00000028542
MGP_BALBcJ_G0034544	ENSMUSG00000063350
MGP_BALBcJ_G0030653	ENSMUSG00000094200
MGP_BALBcJ_G0037824	ENSMUSG00000080545
MGP_BALBcJ_G0003217	
MGP_BALBcJ_G0026609	ENSMUSG00000032046
MGP_BALBcJ_G0023964	ENSMUSG00000024052
MGP_BALBcJ_G0026268	
MGP_BALBcJ_G0004375	
MGP_BALBcJ_G0014313	
MGP_BALBcJ_G0023359	ENSMUSG00000024186
MGP_BALBcJ_G0037751	ENSMUSG00000084696
MGP_BALBcJ_G0030064	ENSMUSG00000023707
MGP_BALBcJ_G0002486	ENSMUSG00000076759
MGP_BALBcJ_G0017495	ENSMUSG00000020234
MGP_BALBcJ_G0011275	
MGP_BALBcJ_G0040305	
MGP_BALBcJ_G0033774	ENSMUSG00000031620
MGP_BALBcJ_G0023928	ENSMUSG00000048915
MGP_BALBcJ_G0033324	ENSMUSG00000040459
MGP_BALBcJ_G0033035	ENSMUSG00000030811
MGP_BALBcJ_G0027564	ENSMUSG00000028107
MGP_BALBcJ_G0018590	ENSMUSG00000020783
MGP_BALBcJ_G0031921	ENSMUSG00000046750
MGP_BALBcJ_G0003869	
MGP_BALBcJ_G0003653	
MGP_BALBcJ_G0023037	ENSMUSG00000062713
MGP_BALBcJ_G0039959	
MGP_BALBcJ_G0029238	ENSMUSG00000058503
MGP_BALBcJ_G0011510	
MGP_BALBcJ_G0017221	ENSMUSG00000020090
MGP_BALBcJ_G0018837	ENSMUSG00000061666
MGP_BALBcJ_G0029518	ENSMUSG00000029090
MGP_BALBcJ_G0002498	
MGP_BALBcJ_G0017700	ENSMUSG00000020184
MGP_BALBcJ_G0022654	ENSMUSG00000047531
MGP_BALBcJ_G0023126	ENSMUSG00000006818
MGP_BALBcJ_G0009862	ENSMUSG00000089398
MGP_BALBcJ_G0018348	ENSMUSG00000032615
MGP_BALBcJ_G0015639	ENSMUSG00000073787
MGP_BALBcJ_G0031399	ENSMUSG00000030206
MGP_BALBcJ_G0039455	ENSMUSG00000077272
MGP_BALBcJ_G0030307	ENSMUSG00000045078
MGP_BALBcJ_G0036205	ENSMUSG00000031357
MGP_BALBcJ_G0024497	ENSMUSG00000079614
MGP_BALBcJ_G0012080	
MGP_BALBcJ_G0024241	ENSMUSG00000043991
MGP_BALBcJ_G0001716	
MGP_BALBcJ_G0019549	ENSMUSG00000020576
MGP_BALBcJ_G0003601	
MGP_BALBcJ_G0007185	ENSMUSG00000108311
MGP_BALBcJ_G0020321	ENSMUSG00000060081
MGP_BALBcJ_G0010756	
MGP_BALBcJ_G0021628	ENSMUSG00000025557
MGP_BALBcJ_G0016020	ENSMUSG00000052062
MGP_BALBcJ_G0003044	
MGP_BALBcJ_G0016667	ENSMUSG00000026667
MGP_BALBcJ_G0021843	
MGP_BALBcJ_G0031526	ENSMUSG00000008435
MGP_BALBcJ_G0020269	ENSMUSG00000100296
MGP_BALBcJ_G0040660	
MGP_BALBcJ_G0017771	ENSMUSG00000025400
MGP_BALBcJ_G0008281	ENSMUSG00000098964
MGP_BALBcJ_G0003924	
MGP_BALBcJ_G0005113	ENSMUSG00000101517
MGP_BALBcJ_G0003776	
MGP_BALBcJ_G0024526	ENSMUSG00000036880
MGP_BALBcJ_G0013477	
MGP_BALBcJ_G0001711	
MGP_BALBcJ_G0012034	
MGP_BALBcJ_G0008875	ENSMUSG00000065505
MGP_BALBcJ_G0020978	ENSMUSG00000043004
MGP_BALBcJ_G0023781	ENSMUSG00000040327
MGP_BALBcJ_G0009607	ENSMUSG00000088302
MGP_BALBcJ_G0016995	ENSMUSG00000019977
MGP_BALBcJ_G0023493	ENSMUSG00000024300
MGP_BALBcJ_G0034984	ENSMUSG00000032232
MGP_BALBcJ_G0038064	ENSMUSG00000089115
MGP_BALBcJ_G0029736	ENSMUSG00000029384
MGP_BALBcJ_G0013145	
MGP_BALBcJ_G0006943	ENSMUSG00000108063
MGP_BALBcJ_G0016089	ENSMUSG00000026175
MGP_BALBcJ_G0011659	
MGP_BALBcJ_G0033852	ENSMUSG00000003824
MGP_BALBcJ_G0023726	ENSMUSG00000023919
MGP_BALBcJ_G0002392	ENSMUSG00000076928
MGP_BALBcJ_G0023530	ENSMUSG00000024339
MGP_BALBcJ_G0038691	ENSMUSG00000077655
MGP_BALBcJ_G0000622	
MGP_BALBcJ_G0031742	ENSMUSG00000030407
MGP_BALBcJ_G0021720	ENSMUSG00000022269
MGP_BALBcJ_G0029554	ENSMUSG00000029199
MGP_BALBcJ_G0005745	ENSMUSG00000097413
MGP_BALBcJ_G0032496	ENSMUSG00000030613
MGP_BALBcJ_G0015393	ENSMUSG00000085508
MGP_BALBcJ_G0012145	
MGP_BALBcJ_G0018575	ENSMUSG00000040483
MGP_BALBcJ_G0013381	
MGP_BALBcJ_G0025102	ENSMUSG00000034321
MGP_BALBcJ_G0019957	ENSMUSG00000021179
MGP_BALBcJ_G0034257	ENSMUSG00000056820
MGP_BALBcJ_G0024664	ENSMUSG00000038498
MGP_BALBcJ_G0028218	ENSMUSG00000078713
MGP_BALBcJ_G0026698	ENSMUSG00000038467
MGP_BALBcJ_G0032673	ENSMUSG00000042219
MGP_BALBcJ_G0039854	
MGP_BALBcJ_G0038662	ENSMUSG00000096771
MGP_BALBcJ_G0038662	ENSMUSG00000095414
MGP_BALBcJ_G0015600	ENSMUSG00000100111
MGP_BALBcJ_G0039502	ENSMUSG00000077383
MGP_BALBcJ_G0003735	
MGP_BALBcJ_G0006550	ENSMUSG00000096936
MGP_BALBcJ_G0016012	ENSMUSG00000026017
MGP_BALBcJ_G0033784	ENSMUSG00000031683
MGP_BALBcJ_G0006791	ENSMUSG00000106275
MGP_BALBcJ_G0027161	ENSMUSG00000049100
MGP_BALBcJ_G0034910	ENSMUSG00000032398
MGP_BALBcJ_G0006666	ENSMUSG00000107301
MGP_BALBcJ_G0039134	ENSMUSG00000077392
MGP_BALBcJ_G0011535	
MGP_BALBcJ_G0032636	ENSMUSG00000073954
MGP_BALBcJ_G0029301	ENSMUSG00000028932
MGP_BALBcJ_G0001233	
MGP_BALBcJ_G0027399	ENSMUSG00000042747
MGP_BALBcJ_G0039197	ENSMUSG00000088314
MGP_BALBcJ_G0017003	ENSMUSG00000069720
MGP_BALBcJ_G0024871	ENSMUSG00000067522
MGP_BALBcJ_G0028795	ENSMUSG00000028785
MGP_BALBcJ_G0003826	
MGP_BALBcJ_G0038122	ENSMUSG00000088237
MGP_BALBcJ_G0038016	ENSMUSG00000093856
MGP_BALBcJ_G0029891	ENSMUSG00000051339
MGP_BALBcJ_G0007126	ENSMUSG00000101342
MGP_BALBcJ_G0010605	
MGP_BALBcJ_G0027130	ENSMUSG00000027712
MGP_BALBcJ_G0009519	ENSMUSG00000084671
MGP_BALBcJ_G0032062	ENSMUSG00000066571
MGP_BALBcJ_G0016426	
MGP_BALBcJ_G0008355	ENSMUSG00000092935
MGP_BALBcJ_G0038299	ENSMUSG00000065199
MGP_BALBcJ_G0015127	ENSMUSG00000051832
MGP_BALBcJ_G0006160	ENSMUSG00000097599
MGP_BALBcJ_G0017598	ENSMUSG00000020019
MGP_BALBcJ_G0037503	ENSMUSG00000095792
MGP_BALBcJ_G0035985	ENSMUSG00000031241
MGP_BALBcJ_G0008002	ENSMUSG00000099165
MGP_BALBcJ_G0016656	ENSMUSG00000040485
MGP_BALBcJ_G0019610	ENSMUSG00000044067
MGP_BALBcJ_G0021321	ENSMUSG00000002320
MGP_BALBcJ_G0027633	ENSMUSG00000027870
MGP_BALBcJ_G0028459	ENSMUSG00000028553
MGP_BALBcJ_G0012499	
MGP_BALBcJ_G0033124	ENSMUSG00000091002
MGP_BALBcJ_G0008067	ENSMUSG00000084651
MGP_BALBcJ_G0011259	
MGP_BALBcJ_G0034590	ENSMUSG00000063221
